disorder	mondo_id	n_dismech	n_kg	exact	more_specific	more_general	unmatched	semantic_overlap	unmatched_terms
Autoimmune_Retinopathy	MONDO:0100014	6	0	0	0	0	6	0	HP:0000512(Abnormal electroretinogram);HP:0000551(Color vision defect);HP:0000662(Nyctalopia);HP:0001123(Visual field defect);HP:0007663(Reduced visual acuity);HP:0030786(Photopsia)
Autoinflammation_Immune_Dysregulation_and_Eosinophilia	MONDO:0033558	17	14	14	0	0	3	14	HP:0000989(Pruritus);HP:0002583(Colitis);HP:0002960(Autoimmunity)
Autosomal_Dominant_Cerebellar_Ataxia_Type_I	MONDO:0019792	7	473	7	0	0	0	7	
Autosomal_Dominant_Cerebellar_Ataxia_Type_III	MONDO:0019793	6	123	5	1	0	0	6	
Autosomal_Dominant_Dopa_Responsive_Dystonia	MONDO:0971063	13	59	10	1	2	0	13	
Autosomal_Dominant_Hyper-IgE_Syndrome	MONDO:0007818	20	85	18	0	0	2	18	HP:0005116(Arterial tortuosity);HP:0030882(Coronary artery aneurysm)
Autosomal_Dominant_Optic_Atrophy_Plus	MONDO:0014720	9	80	9	0	0	0	9	
Autosomal_Dominant_Osteopetrosis_Type_II	MONDO:0008156	19	45	17	0	0	2	17	HP:0004618(Sandwich appearance of vertebral bodies);HP:0004975(Erlenmeyer flask deformity of the femurs)
Autosomal_Dominant_Polycystic_Kidney_Disease	MONDO:0004691	26	52	26	0	0	0	26	
Autosomal_Dominant_Polycystic_Liver_Disease	MONDO:0000447	19	25	19	0	0	0	19	
Autosomal_Dominant_Striatal_Neurodegeneration	MONDO:0000211	11	19	10	0	1	0	11	
Autosomal_Recessive_Ataxia_Beauce_Type	MONDO:0012549	12	51	9	1	1	1	11	HP:0002366(Abnormal lower motor neuron morphology)
Autosomal_Recessive_Ataxia_Due_to_Ubiquinone_Deficiency	MONDO:0012784	15	35	11	1	0	3	12	HP:0001260(Dysarthria);HP:0002487(Hyperkinetic movements);HP:0100543(Cognitive impairment)
Autosomal_Recessive_Cerebellar_Ataxia_With_Late_Onset_Spasticity	MONDO:0018129	15	26	2	1	3	9	6	HP:0000012(Urinary urgency);HP:0000135(Hypogonadism);HP:0000511(Vertical supranuclear gaze palsy);HP:0000518(Cataract);HP:0001272(Cerebellar atrophy);HP:0001332(Dystonia);HP:0002500(Abnormal cerebral white matter morphology);HP:0007371(Corpus callosum atrophy);HP:0100543(Cognitive impairment)
Autosomal_Recessive_Congenital_Ichthyosis	MONDO:0017265	7	94	7	0	0	0	7	
Autosomal_Recessive_Dopa_Responsive_Dystonia	MONDO:0011551	32	37	32	0	0	0	32	
Autosomal_Recessive_Limb-Girdle_Muscular_Dystrophy	MONDO:0015152	10	322	10	0	0	0	10	
Autosomal_Recessive_Multiple_Pterygium_Syndrome	MONDO:0009926	13	107	9	2	1	1	12	HP:0001562(Oligohydramnios)
Autosomal_Recessive_Osteopetrosis	MONDO:0009816	21	25	7	1	2	11	10	HP:0000256(Macrocephaly);HP:0000365(Hearing impairment);HP:0000980(Pallor);HP:0001363(Craniosynostosis);HP:0001508(Failure to thrive);HP:0001510(Growth delay);HP:0002205(Recurrent respiratory infections);HP:0002653(Bone pain);HP:0002719(Recurrent infections);HP:0002901(Hypocalcemia);HP:0012758(Neurodevelopmental delay)
Autosomal_Recessive_Primary_Microcephaly	MONDO:0016660	10	206	9	0	1	0	10	
Avoidant_Restrictive_Food_Intake_Disorder	MONDO:7770002	6	0	0	0	0	6	0	HP:0000729(Autistic behavior);HP:0000739(Anxiety);HP:0001824(Weight loss);HP:0004396(Poor appetite);HP:0011968(Feeding difficulties);HP:0020302(Restrictive eating)
Axenfeld-Rieger_syndrome	MONDO:0019187	8	53	7	0	1	0	8	
Ayme-Gripp_Syndrome	MONDO:0010992	11	41	5	0	3	3	8	HP:0001263(Global developmental delay);HP:0001376(Limitation of joint mobility);HP:0001698(Pericardial effusion)
B-Lymphoblastic_Leukemia_Lymphoma_With_Recurrent_Genetic_Abnormality	MONDO:0035605	4	0	0	0	0	4	0	HP:0001909(Leukemia);HP:0001974(Increased total leukocyte count);HP:0002011(Morphological central nervous system abnormality);HP:0005561(Abnormal bone marrow cell morphology)
BBSome-Related_Retinitis_Pigmentosa	MONDO:0019200	9	159	9	0	0	0	9	
BCKDK_Deficiency	MONDO:0013970	15	49	14	0	0	1	14	HP:0200134(Epileptic encephalopathy)
BEST1-Related_Dominant_Retinopathy	MONDO:0700238	6	10	2	0	1	3	3	HP:0007401(Macular atrophy);HP:0007677(Vitelliform-like macular lesions);HP:0011506(Choroidal neovascularization)
BEST1_Bestrophinopathies	MONDO:0000390	13	22	3	10	0	0	13	
BLOC1S1-related_Complex_Neurodevelopmental_Disorder_with_Leukodystrophy	MONDO:0100038	12	999	10	2	0	0	12	
BRAF_Mutant_Thyroid_Cancer	MONDO:0005075	3	3	0	0	1	2	1	HP:0002716(Lymphadenopathy);HP:0012378(Fatigue)
BRAF_V600E_Mutant_Colorectal_Cancer	MONDO:0005575	5	115	4	0	0	1	4	HP:0001903(Anemia)
BRAF_V600E_Mutant_NSCLC	MONDO:0005233	3	11	0	0	1	2	1	HP:0030078(Lung adenocarcinoma);HP:0030692(Brain neoplasm)
BRAF_V600_Mutant_Melanoma	MONDO:0005012	3	0	0	0	0	3	0	HP:0002664(Neoplasm);HP:0012056(Cutaneous melanoma);HP:0030692(Brain neoplasm)
BRCA_Mutant_Prostate_Cancer	MONDO:0008315	4	1	1	0	0	3	1	HP:0000079(Abnormality of the urinary system);HP:0002653(Bone pain);HP:0012378(Fatigue)
Babesiosis	MONDO:0005661	20	32	20	0	0	0	20	
Bacterial_meningitis	MONDO:0006670	9	35	7	0	1	1	8	HP:0000238(Hydrocephalus)
Baraitser-Winter_Cerebrofrontofacial_Syndrome	MONDO:0017579	16	89	12	2	0	2	14	HP:0003724(Shoulder girdle muscle atrophy);HP:0011024(Abnormality of the gastrointestinal tract)
Bardet-Biedl_Syndrome	MONDO:0015229	19	219	18	1	0	0	19	
Barth_Syndrome	MONDO:0010543	12	38	7	0	2	3	9	HP:0002718(Recurrent bacterial infections);HP:0011664(Left ventricular noncompaction cardiomyopathy);HP:0012311(Increased total monocyte count)
Bartter_Syndrome	MONDO:0015231	19	87	17	1	0	1	18	HP:0004308(Ventricular arrhythmia)
Basal_Cell_Carcinoma	MONDO:0005341	7	0	0	0	0	7	0	HP:0001009(Telangiectasia);HP:0002671(Basal cell carcinoma);HP:0008069(Neoplasm of the skin);HP:0025474(Erythematous plaque);HP:0200034(Papule);HP:0200041(Skin erosion);HP:0200042(Skin ulcer)
Bazex_Dupre_Christol_Syndrome	MONDO:0010535	17	43	16	0	0	1	16	HP:0031285(Abnormal perifollicular morphology)
Beckwith-Wiedemann_Syndrome	MONDO:0007534	17	92	16	1	0	0	17	
Behcets_Disease	MONDO:0007191	24	94	23	1	0	0	24	
Bejel	MONDO:0001714	8	0	0	0	0	8	0	HP:0000554(Uveitis);HP:0000648(Optic atrophy);HP:0000924(Abnormality of the skeletal system);HP:0000988(Skin rash);HP:0002716(Lymphadenopathy);HP:0005105(Abnormal nasal morphology);HP:0007777(Chorioretinal scar);HP:0011830(Abnormal oral mucosa morphology)
Bells_Palsy	MONDO:0005665	5	3	0	0	0	5	0	HP:0000223(Abnormality of taste sensation);HP:0010780(Hyperacusis);HP:0030001(Lagophthalmos);HP:0030319(Weakness of facial musculature);HP:0034979(Facial synkinesis)
Benign_Familial_Infantile_Epilepsy	MONDO:0017615	4	49	4	0	0	0	4	
Benign_Neonatal_Seizures	MONDO:0016027	11	23	11	0	0	0	11	
Benign_Prostatic_Hyperplasia	MONDO:0010811	3	1	0	0	0	3	0	HP:0000012(Urinary urgency);HP:0000016(Urinary retention);HP:0000017(Nocturia)
Berardinelli_Seip_Congenital_Lipodystrophy	MONDO:0018883	20	69	17	0	0	3	17	HP:0003198(Myopathy);HP:0003236(Elevated circulating creatine kinase concentration);HP:0011675(Arrhythmia)
Beta-Ketothiolase_Deficiency	MONDO:0008760	16	46	10	1	1	4	12	HP:0001263(Global developmental delay);HP:0002094(Dyspnea);HP:0002134(Abnormal basal ganglia morphology);HP:0002878(Respiratory failure)
Beta_Mannosidosis	MONDO:0009562	11	18	6	1	1	3	8	HP:0002015(Dysphagia);HP:0002376(Developmental regression);HP:0012448(Delayed myelination)
Beta_Thalassemia	MONDO:0019402	18	82	12	3	0	3	15	HP:0001923(Reticulocytosis);HP:0003281(Increased circulating ferritin concentration);HP:0034280(Target cells)
Bilateral_Striopallidodentate_Calcinosis	MONDO:0008947	12	122	11	0	1	0	12	
Binge_Eating_Disorder	MONDO:0005582	3	0	0	0	0	3	0	HP:0004324(Increased body weight);HP:0100738(Abnormal eating behavior);HP:0100851(Abnormal emotional state)
Biotin_Thiamine_Responsive_Basal_Ganglia_Disease	MONDO:0011841	15	37	9	0	2	4	11	HP:0001347(Hyperreflexia);HP:0002329(Drowsiness);HP:0003128(Lactic acidosis);HP:0011448(Ankle clonus)
Biotinidase_Deficiency	MONDO:0009665	28	49	26	0	1	1	27	HP:0001508(Failure to thrive)
Bipolar_Disorder	MONDO:0004985	6	3	2	0	0	4	2	HP:0000709(Psychosis);HP:0000739(Anxiety);HP:0002360(Sleep disturbance);HP:0100543(Cognitive impairment)
Bird_Fanciers_Lung	MONDO:0005668	6	1	1	0	0	5	1	HP:0001945(Fever);HP:0002206(Pulmonary fibrosis);HP:0012378(Fatigue);HP:0012418(Hypoxemia);HP:0012735(Cough)
Bladder_Urothelial_Carcinoma	MONDO:0005611	3	0	0	0	0	3	0	HP:0000790(Hematuria);HP:0012378(Fatigue);HP:0100518(Dysuria)
Blau_Syndrome	MONDO:0008523	11	56	4	2	3	2	9	HP:0002652(Skeletal dysplasia);HP:0006530(Abnormal pulmonary interstitial morphology)
Blepharophimosis_Ptosis_and_Epicanthus_Inversus_Syndrome	MONDO:0007201	10	28	8	0	1	1	9	HP:0000646(Amblyopia)
Bloom_Syndrome	MONDO:0008876	20	96	17	1	1	1	19	HP:0000821(Hypothyroidism)
Body_Dysmorphic_Disorder	MONDO:0000690	5	0	0	0	0	5	0	HP:0000722(Compulsive behaviors);HP:0000746(Delusion);HP:0025785(Abnormal preoccupation);HP:0031589(Suicidal ideation);HP:0100716(Self-injurious behavior)
Bohring-Opitz_syndrome	MONDO:0011510	15	114	15	0	0	0	15	
Borderline_Personality_Disorder	MONDO:0001156	8	0	0	0	0	8	0	HP:0000712(Emotional lability);HP:0011999(Paranoia);HP:0031466(Impairment in personality functioning);HP:0031473(Anger);HP:0031589(Suicidal ideation);HP:0032940(Dissociation);HP:0100710(Impulsivity);HP:0100716(Self-injurious behavior)
Borjeson-Forssman-Lehmann_syndrome	MONDO:0010537	26	52	17	0	0	9	17	HP:0000164(Abnormality of the dentition);HP:0000479(Abnormal retinal morphology);HP:0000750(Delayed speech and language development);HP:0000953(Hyperpigmentation of the skin);HP:0001263(Global developmental delay);HP:0001537(Umbilical hernia);HP:0001883(Talipes);HP:0002538(Abnormal cerebral cortex morphology);HP:0010562(Keloids)
Bosch-Boonstra-Schaaf_Optic_Atrophy_Syndrome	MONDO:0014320	18	51	15	0	2	1	17	HP:0000522(Alacrima)
Bosma_Arhinia_Microphthalmia_Syndrome	MONDO:0011323	38	51	36	0	0	2	36	HP:0000223(Abnormality of taste sensation);HP:0011968(Feeding difficulties)
Botulism	MONDO:0005498	20	47	15	3	0	2	18	HP:0000602(Ophthalmoplegia);HP:0030319(Weakness of facial musculature)
Boucher-Neuhauser_Syndrome	MONDO:0008980	22	32	15	0	1	6	16	HP:0000639(Nystagmus);HP:0000830(Anterior hypopituitarism);HP:0003477(Peripheral axonal neuropathy);HP:0008240(Secondary growth hormone deficiency);HP:0008245(Pituitary hypothyroidism);HP:0100543(Cognitive impairment)
Boutonneuse_Fever	MONDO:0024472	26	26	26	0	0	0	26	
Brachydactyly_Type_A1	MONDO:0007215	14	30	12	1	0	1	13	HP:0003795(Short middle phalanx of toe)
Brachyolmia	MONDO:0015262	19	45	10	2	0	7	12	HP:0000327(Hypoplasia of the maxilla);HP:0000668(Hypodontia);HP:0000705(Amelogenesis imperfecta);HP:0001763(Pes planus);HP:0002647(Aortic dissection);HP:0003401(Paresthesia);HP:0012727(Thoracic aortic aneurysm)
Brachyphalangy_Polydactyly_Tibial_Aplasia_Syndrome	MONDO:0700354	13	0	0	0	0	13	0	HP:0000160(Narrow mouth);HP:0000506(Telecanthus);HP:0000581(Blepharophimosis);HP:0001156(Brachydactyly);HP:0001792(Small nail);HP:0002828(Multiple joint contractures);HP:0002984(Hypoplasia of the radius);HP:0003022(Hypoplasia of the ulna);HP:0003196(Short nose);HP:0003241(External genital hypoplasia);HP:0005280(Depressed nasal bridge);HP:0005772(Aplasia/Hypoplasia of the tibia);HP:0100258(Preaxial polydactyly)
Branchiooculofacial_Syndrome	MONDO:0007235	22	94	18	0	1	3	19	HP:0001627(Abnormal heart morphology);HP:0009911(Abnormal temporal bone morphology);HP:0011333(Asymmetric crying face)
Breast_Fibroadenoma	MONDO:0002056	1	0	0	0	0	1	0	HP:0032408(Breast mass)
Breast_Implant_Associated_Anaplastic_Large_Cell_Lymphoma	MONDO:0850112	1	0	0	0	0	1	0	HP:0032408(Breast mass)
Bronchiectasis	MONDO:0004822	7	27	4	2	0	1	6	HP:0033709(Increased sputum production)
Brown-Vialetto-Van_Laere_Syndrome	MONDO:0024537	10	42	7	0	0	3	7	HP:0000648(Optic atrophy);HP:0001260(Dysarthria);HP:0010871(Sensory ataxia)
Brucellosis	MONDO:0005683	19	79	14	2	0	3	16	HP:0003326(Myalgia);HP:0033631(Spondylitis);HP:0033834(Malaise)
Brugada_Syndrome	MONDO:0015263	5	27	3	2	0	0	5	
Budd-Chiari_Syndrome	MONDO:0010947	18	25	18	0	0	0	18	
Bulimia_Nervosa	MONDO:0005452	9	0	0	0	0	9	0	HP:0000682(Abnormal dental enamel morphology);HP:0000716(Depression);HP:0000739(Anxiety);HP:0002013(Vomiting);HP:0002900(Hypokalemia);HP:0003113(Hypochloremia);HP:0011801(Enlargement of parotid gland);HP:0100710(Impulsivity);HP:0100738(Abnormal eating behavior)
Burkitt_Lymphoma	MONDO:0007243	7	16	0	3	0	4	3	HP:0000277(Abnormal mandible morphology);HP:0001824(Weight loss);HP:0003270(Abdominal distention);HP:0012378(Fatigue)
Buruli_Ulcer	MONDO:0000327	1	0	0	0	0	1	0	HP:0200042(Skin ulcer)
CACNA1A_Related_Disorder	MONDO:0100254	10	79	9	0	1	0	10	
CACNA1E-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0032657	8	20	5	0	2	1	7	HP:0012736(Profound global developmental delay)
CADASIL_Type_1	MONDO:0007432	11	223	11	0	0	0	11	
CALFAN_Syndrome	MONDO:0014744	11	37	5	0	2	4	7	HP:0001396(Cholestasis);HP:0002650(Scoliosis);HP:0004322(Short stature);HP:0034445(Reduced gamma-glutamyltransferase level)
CANVAS	MONDO:0044720	13	38	6	2	1	4	9	HP:0002015(Dysphagia);HP:0002317(Unsteady gait);HP:0010871(Sensory ataxia);HP:0034773(Oscillopsia)
CD27-related_lymphoproliferative_and_immune_disorder	MONDO:0014054	10	23	7	1	0	2	8	HP:0001369(Arthritis);HP:0005387(Combined immunodeficiency)
CDH23-associated_pituitary_adenoma_5	MONDO:0054601	1	1	1	0	0	0	1	
CDKL5_Deficiency_Disorder	MONDO:0100039	17	71	12	3	1	1	16	HP:0012332(Abnormal autonomic nervous system physiology)
CFAP418-related_Retinal_Ciliopathy	MONDO:0700374	7	29	5	0	2	0	7	
CHARGE_Syndrome	MONDO:0008965	21	146	13	1	4	3	18	HP:0001250(Seizure);HP:0001751(Abnormal vestibular function);HP:0002104(Apnea)
CHD2-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0014150	10	17	9	0	1	0	10	
CHIME_syndrome	MONDO:0010221	10	114	6	0	3	1	9	HP:0011968(Feeding difficulties)
CHRNA1-associated_Fetal_Hypo-akinesia_Disorder_of_Prenatal_Onset	MONDO:0009668	8	26	5	2	1	0	8	
CINCA_Syndrome	MONDO:0011776	22	54	18	2	0	2	20	HP:0000556(Retinal dystrophy);HP:0002119(Ventriculomegaly)
CLOVES_Syndrome	MONDO:0013038	38	52	31	2	2	3	35	HP:0000684(Delayed eruption of teeth);HP:0002119(Ventriculomegaly);HP:0100764(Lymphangioma)
CNS_Vasculitis	MONDO:0015374	17	30	17	0	0	0	17	
CN_Related_DEE	MONDO:0020630	14	33	7	4	2	1	13	HP:0000729(Autistic behavior)
COA3-Related_COX_Deficiency	MONDO:0033649	4	10	3	0	1	0	4	
COA8-Related_COX_Deficiency	MONDO:0033652	9	11	1	0	1	7	2	HP:0000141(Amenorrhea);HP:0000365(Hearing impairment);HP:0000508(Ptosis);HP:0000510(Rod-cone dystrophy);HP:0002352(Leukoencephalopathy);HP:0003200(Ragged-red muscle fibers);HP:0003546(Exercise intolerance)
COFS_Syndrome	MONDO:0008926	17	121	15	0	0	2	15	HP:0000482(Microcornea);HP:0001873(Thrombocytopenia)
COG1-congenital_disorder_of_glycosylation	MONDO:0012637	12	89	7	0	2	3	9	HP:0001250(Seizure);HP:0001943(Hypoglycemia);HP:0012115(Hepatitis)
COG7-Congenital_Disorder_of_Glycosylation	MONDO:0012118	18	70	11	1	4	2	16	HP:0000973(Cutis laxa);HP:0004389(Intestinal pseudo-obstruction)
COL11A2_Hearing_Loss	MONDO:0011159	1	1	1	0	0	0	1	
COL11A2_Skeletal_Spectrum	MONDO:0008490	10	21	10	0	0	0	10	
COPA_Syndrome	MONDO:0014629	22	43	4	6	3	9	13	HP:0000951(Abnormality of the skin);HP:0002923(Rheumatoid factor positive);HP:0025179(Ground-glass opacification);HP:0025831(Increased Th17 T cell proportion);HP:0032230(Cytoplasmic antineutrophil antibody positivity);HP:0032445(Pulmonary cyst);HP:0033608(Pulmonary nodule);HP:0100721(Mediastinal lymphadenopathy);HP:0100769(Synovitis)
COVID-19	MONDO:0100096	9	2	2	0	0	7	2	HP:0001945(Fever);HP:0002090(Pneumonia);HP:0002094(Dyspnea);HP:0012735(Cough);HP:0033106(Elevated circulating D-dimer concentration);HP:0033677(Acute respiratory distress syndrome);HP:4000034(Infection-associated lymphopenia)
COX10-Related_COX_Deficiency	MONDO:0033635	3	26	2	0	0	1	2	HP:0001298(Encephalopathy)
COX11-Related_COX_Deficiency	MONDO:0859520	1	26	0	0	0	1	0	HP:0001298(Encephalopathy)
COX14-Related_COX_Deficiency	MONDO:0033639	2	14	0	0	0	2	0	HP:0001999(Abnormal facial shape);HP:0003128(Lactic acidosis)
COX15-Related_COX_Deficiency	MONDO:0014051	2	17	2	0	0	0	2	
COX16-Related_COX_Deficiency	MONDO:0859160	4	31	1	0	2	1	3	HP:0001639(Hypertrophic cardiomyopathy)
COX18-Related_COX_Deficiency	MONDO:0980970	4	22	1	0	1	2	2	HP:0001298(Encephalopathy);HP:0001508(Failure to thrive)
COX20-Related_COX_Deficiency	MONDO:0033645	6	18	4	0	1	1	5	HP:0001284(Areflexia)
COX4I1-Related_COX_Deficiency	MONDO:0033651	11	25	3	0	3	5	6	HP:0001249(Intellectual disability);HP:0001298(Encephalopathy);HP:0001999(Abnormal facial shape);HP:0003128(Lactic acidosis);HP:0007146(Bilateral basal ganglia lesions)
COX4I2-Related_Pancreatic_Insufficiency-Anemia-Hyperostosis_Syndrome	MONDO:0012992	6	16	2	0	3	1	5	HP:0012130(Abnormal erythroid lineage cell morphology)
COX5A-Related_COX_Deficiency	MONDO:0033655	3	17	1	0	1	1	2	HP:0003128(Lactic acidosis)
COX6A2-Related_COX_Deficiency	MONDO:0033653	4	10	2	0	1	1	3	HP:0001638(Cardiomyopathy)
COX6B1-Related_COX_Deficiency	MONDO:0033637	3	26	1	0	0	2	1	HP:0000238(Hydrocephalus);HP:0001298(Encephalopathy)
COX8A-Related_COX_Deficiency	MONDO:0033650	2	22	0	0	1	1	1	HP:0002415(Leukodystrophy)
COXFA4-Related_COX_Deficiency	MONDO:0033656	3	18	1	0	0	2	1	HP:0001263(Global developmental delay);HP:0002352(Leukoencephalopathy)
CPLX1-Related_DEE	MONDO:0033372	3	32	3	0	0	0	3	
CPT1C-Related_Hereditary_Spastic_Paraplegia	MONDO:0014568	5	25	4	1	0	0	5	
CRADD-Related_Thin_Lissencephaly	MONDO:0013785	4	8	3	1	0	0	4	
CRB1_Retinal_Dystrophies	MONDO:0013453	11	13	5	0	1	5	6	HP:0000662(Nyctalopia);HP:0001133(Constriction of peripheral visual field);HP:0007754(Macular dystrophy);HP:0007763(Retinal telangiectasia);HP:0040049(Macular edema)
CRX_Related_Retinopathy	MONDO:1040064	8	21	5	2	0	1	7	HP:0007401(Macular atrophy)
CTCF-related_Neurodevelopmental_Disorder	MONDO:0014213	22	151	13	1	6	2	20	HP:0002015(Dysphagia);HP:0002667(Nephroblastoma)
CTLA4_Haploinsufficiency	MONDO:0014493	6	35	4	0	2	0	6	
CYCS-Related_Thrombocytopenia	MONDO:0012775	1	2	1	0	0	0	1	
Cadmium_Poisoning	MONDO:0043523	9	0	0	0	0	9	0	HP:0000093(Proteinuria);HP:0000124(Renal tubular dysfunction);HP:0000939(Osteoporosis);HP:0002148(Hypophosphatemia);HP:0002653(Bone pain);HP:0002749(Osteomalacia);HP:0009830(Peripheral neuropathy);HP:0012622(Chronic kidney disease);HP:0033677(Acute respiratory distress syndrome)
Campomelic_Dysplasia	MONDO:0007251	18	106	14	1	0	3	15	HP:0000201(Pierre-Robin sequence);HP:0001591(Bell-shaped thorax);HP:0008730(Female external genitalia in individual with 46,XY karyotype)
Camptodactyly	MONDO:0007250	5	4	0	0	2	3	2	HP:0001166(Arachnodactyly);HP:0001387(Joint stiffness);HP:0005684(Distal arthrogryposis)
Campylobacteriosis	MONDO:0005688	4	2	1	0	0	3	1	HP:0001945(Fever);HP:0002014(Diarrhea);HP:0025085(Bloody diarrhea)
Camurati-Engelmann_Disease	MONDO:0007542	11	77	6	4	0	1	10	HP:0002516(Increased intracranial pressure)
Canavan_Disease	MONDO:0010079	19	67	19	0	0	0	19	
Cannabis_Hyperemesis_Syndrome	MONDO:0100094	5	2	2	0	0	3	2	HP:0000722(Compulsive behaviors);HP:0001824(Weight loss);HP:0001944(Dehydration)
Capillary_Malformation-Arteriovenous_Malformation_Syndrome	MONDO:0012016	6	30	5	0	0	1	5	HP:0001010(Hypopigmentation of the skin)
Carbamoyl_Phosphate_Synthetase_I_Deficiency	MONDO:0009376	17	20	13	0	0	4	13	HP:0000252(Microcephaly);HP:0000708(Atypical behavior);HP:0001298(Encephalopathy);HP:0002500(Abnormal cerebral white matter morphology)
Carbon_Monoxide_Poisoning	MONDO:0800373	14	9	1	0	1	12	2	HP:0001250(Seizure);HP:0001259(Coma);HP:0001279(Syncope);HP:0001289(Confusion);HP:0001300(Parkinsonism);HP:0001658(Myocardial infarction);HP:0002017(Nausea and vomiting);HP:0002315(Headache);HP:0002321(Vertigo);HP:0002878(Respiratory failure);HP:0012378(Fatigue);HP:0100749(Chest pain)
Carbonic_Anhydrase_VA_Deficiency	MONDO:0014332	6	27	6	0	0	0	6	
Cardiofaciocutaneous_Syndrome	MONDO:0015280	11	173	8	2	1	0	11	
Cardiospondylocarpofacial_Syndrome	MONDO:0008005	41	61	21	1	5	14	27	HP:0000028(Cryptorchidism);HP:0000494(Downslanted palpebral fissures);HP:0000750(Delayed speech and language development);HP:0001256(Mild intellectual disability);HP:0001263(Global developmental delay);HP:0001644(Dilated cardiomyopathy);HP:0001763(Pes planus);HP:0001999(Abnormal facial shape);HP:0002092(Pulmonary arterial hypertension);HP:0002576(Intussusception);HP:0002579(Gastrointestinal dysmotility);HP:0010296(Ankyloglossia);HP:0011675(Arrhythmia);HP:0410263(Brain imaging abnormality)
Carney-Stratakis_Syndrome	MONDO:0011740	4	11	3	0	0	1	3	HP:0000822(Hypertension)
Carnitine-Acylcarnitine_Translocase_Deficiency	MONDO:0008918	20	43	16	1	1	2	18	HP:0002098(Respiratory distress);HP:0011968(Feeding difficulties)
Carnitine_Palmitoyltransferase_1A_Deficiency	MONDO:0009705	10	37	8	0	1	1	9	HP:0002480(Hepatic encephalopathy)
Carnitine_Palmitoyltransferase_II_Deficiency	MONDO:0015515	14	116	10	2	2	0	14	
Carotid_Artery_Occlusion	MONDO:0004450	6	0	0	0	0	6	0	HP:0002140(Ischemic stroke);HP:0002326(Transient ischemic attack);HP:0002637(Cerebral ischemia);HP:0012474(Carotid artery occlusion);HP:0100546(Carotid artery stenosis);HP:0100576(Amaurosis fugax)
Carotid_Stenosis	MONDO:0001612	5	0	0	0	0	5	0	HP:0002140(Ischemic stroke);HP:0002326(Transient ischemic attack);HP:0100543(Cognitive impairment);HP:0100546(Carotid artery stenosis);HP:0100576(Amaurosis fugax)
Carotid_Web	MONDO:0979323	2	0	0	0	0	2	0	HP:0002140(Ischemic stroke);HP:0002326(Transient ischemic attack)
Carvajal_Syndrome	MONDO:0011581	8	22	5	2	1	0	8	
Castleman_Disease	MONDO:0015564	11	49	8	2	1	0	11	
Cat-Scratch_Disease	MONDO:0005692	6	22	3	0	1	2	4	HP:0002383(Infectious encephalitis);HP:0011123(Inflammatory abnormality of the skin)
Cauda_Equina_Syndrome	MONDO:0005693	9	0	0	0	0	9	0	HP:0000016(Urinary retention);HP:0000080(Abnormality of reproductive system physiology);HP:0000716(Depression);HP:0002522(Areflexia of lower limbs);HP:0002607(Bowel incontinence);HP:0003419(Low back pain);HP:0007340(Lower limb muscle weakness);HP:0033345(Neuralgia);HP:0033748(Hypoesthesia)
Celiac_Disease	MONDO:0005130	22	0	0	0	0	22	0	HP:0000682(Abnormal dental enamel morphology);HP:0000939(Osteoporosis);HP:0001369(Arthritis);HP:0001508(Failure to thrive);HP:0001824(Weight loss);HP:0001891(Iron deficiency anemia);HP:0002019(Constipation);HP:0002027(Abdominal pain);HP:0002028(Chronic diarrhea);HP:0002470(Nonprogressive cerebellar ataxia);HP:0002665(Lymphoma);HP:0002910(Elevated circulating hepatic transaminase concentration);HP:0003270(Abdominal distention);HP:0004322(Short stature);HP:0004349(Reduced bone mineral density);HP:0008222(Female infertility);HP:0009830(Peripheral neuropathy);HP:0011107(Recurrent aphthous stomatitis);HP:0011473(Villous atrophy);HP:0012378(Fatigue);HP:0033804(Subepidermal blistering);HP:0100512(Decreased circulating vitamin D concentration)
